"IATA","Airport Name","City Name","Country Name","Population"
"CRL","Charleroi","Charleroi","Belgium",201223
"CRV","Crotone","Crotone","Italy",60520
"CSA","Colonsay Island","Colonsay Island","United Kingdom","Missing[""NotAvailable""]"
"CSA","Colonsay","Colonsay","United Kingdom","Missing[""NotAvailable""]"
"CSO","Magdeburg","Magdeburg","Germany",229826
"CTA","Catania","Catania","Italy",306228
"CUF","Cuneo","Cuneo","Italy",54903
"CVT","Coventry","Coventry","United Kingdom",308313
"CVU","Corvo Island","Corvo Island","Portugal","Missing[""NotAvailable""]"
"CWL","Cardiff","Cardiff","United Kingdom",302139
"CWL","Cardiff (GB) 00","Cardiff (GB) 00","United Kingdom","Missing[""NotAvailable""]"
"DCM","Castres","Castres","France",52983
"DCS","Doncaster","Doncaster","United Kingdom",302402
"DHR","Den Helder","Den Helder","Netherlands",59795
"DIJ","Dijon","Dijon","France",149900
"DIY","Diyarbakir","Diyarbakir","Turkey",834854
"DLD","Geilo","Geilo","Norway",2292
"DLE","Dole","Dole","France",25051
"DLM","Dalaman","Dalaman","Turkey",22956
"DND","Dundee","Dundee","United Kingdom",144528
"DNR","Dinard/St-Malo","Dinard/St-Malo","France","Missing[""NotAvailable""]"
"DNZ","Denizli","Denizli","Turkey",511751
"DOL","Deauville","Deauville","France",4677
"DRS","Dresden","Dresden","Germany",523058
"DSA","Doncaster/Sheffield","Doncaster/Sheffield","United Kingdom","Missing[""NotAvailable""]"
"DTM","Dortmund","Dortmund","Germany",580444
"DUB","Dublin","Dublin","Ireland Republic of","Missing[""NotAvailable""]"
"DUB","Dublin (IE)","Dublin (IE)","Ireland Republic of","Missing[""NotAvailable""]"
"DUS","Dusseldorf Apt","Duesseldorf","Germany","Missing[""NotAvailable""]"
"DUS","Dusseldorf Rhein Rhur Airport","Duesseldorf","Germany","Missing[""NotAvailable""]"
"DUS","Dusseldorf Rhein Ruhr Airport","Duesseldorf","Germany","Missing[""NotAvailable""]"
"DUS","Duesseldorf International Airport","Duesseldorf","Germany","Missing[""NotAvailable""]"
"EAS","San Sebastian","San Sebastian","Spain",183308
"EBA","Elba Island","Elba Island","Italy","Missing[""NotAvailable""]"
"EBJ","Esbjerg","Esbjerg","Denmark",71886
"EBJ","Esbjerg Airport","Esbjerg","Denmark",71886
"EBU","St Etienne","St Etienne","France","Missing[""NotAvailable""]"
"EBU","St-etienne","St-etienne","France","Missing[""NotAvailable""]"
"ECN","Ercan","Ercan","Cyprus","Missing[""NotAvailable""]"
"EDI","Edinburgh","Edinburgh","United Kingdom",446110
"EDO","Edremit/Korfez","Edremit/Korfez","Turkey","Missing[""NotAvailable""]"
"EDO","Edremit","Edremit","Turkey",47383
"EFL","Kefallinia","Kefallinia","Greece","Missing[""NotAvailable""]"
"EGC","Bergerac","Bergerac","France",27601
"EGS","Egilsstadir","Egilsstadir","Iceland","Missing[""NotAvailable""]"
"EIB","Eisenach","Eisenach","Germany",43626
"EIN","Eindhoven","Eindhoven","Netherlands",218456
"EIN","Eindhoven Airport","Eindhoven","Netherlands",218456
"EMA","East Midlands","East Midlands","United Kingdom","Missing[""NotAvailable""]"
"EMA","Nottingham East Midlands Airport","Nottingham","United Kingdom",246654
"EME","Emden","Emden","Germany",51742
"EML","Emmen","Emmen","Switzerland",26906
"ENC","Metz/Nancy Nancy-Essey","Metz/Nancy","France","Missing[""NotAvailable""]"
"ENF","Enontekio","Enontekio","Finland",1997
"ENS","Enschede","Enschede","Netherlands",152989
"EOI","Eday","Eday","United Kingdom","Missing[""NotAvailable""]"
"EPL","Epinal","Epinal","France",33528
"ERC","Erzincan","Erzincan","Turkey",90100
"ERF","Erfurt","Erfurt","Germany",202658
"ERZ","Erzurum","Erzurum","Turkey",368146
"ESB","Ankara Esenboga Apt","Ankara","Turkey",4338620
"ESH","Shoreham By Sea","Shoreham By Sea","United Kingdom","Missing[""NotAvailable""]"
"ESK","Eskisehir","Eskisehir (TR) 00","Turkey","Missing[""NotAvailable""]"
"ESS","Essen","Essen","Germany",583198
"ETZ","Metz/Nancy Lorraine","Metz/Nancy","France","Missing[""NotAvailable""]"
"EUM","Neumunster","Neumunster","Germany",77936
"EVE","Evenes","Evenes","Norway","Missing[""NotAvailable""]"
"EVE","Harstad-Narvik","Evenes","Norway","Missing[""NotAvailable""]"
"EVE","Harstad-Narvik","Harstad-Narvik","Norway","Missing[""NotAvailable""]"
"EVG","Sveg","Sveg","Sweden","Missing[""NotAvailable""]"
"EXS","Exeter (GB) 00","Exeter (GB) 00","United Kingdom","Missing[""NotAvailable""]"
"EXT","Exeter","Exeter","United Kingdom",113118
"EXT","Exeter (GB) 00","Exeter (GB) 00","United Kingdom","Missing[""NotAvailable""]"
"EZS","Elazig","Elazig","Turkey",319381
"FAB","Farnborough","Farnborough","United Kingdom",59902
"FAE","Faroe Islands","Faroe Islands","Faroe Islands","Missing[""NotAvailable""]"
"FAN","Farsund","Farsund","Norway",3101
"FAO","Faro (PT)","Faro (PT)","Portugal",41355
"FAO","Faro","Faro","Portugal",41355
"FBU","Oslo Fornebu Apt","Oslo","Norway",623966
"FCN","Cuxhaven","Cuxhaven","Germany",51899
"FCO","Rome Leonardo Da Vinci-Fiumicino Apt","Rome (IT)","Italy",2612068
"FCO","Rome Fiumicino Apt","Rome (IT)","Italy",2612068
"FDE","Forde","Forde","Norway",8510
"FDH","Friedrichshafen","Friedrichshafen","Germany",58271
"FFD","Fairford","Fairford","United Kingdom",3026
"FIE","Fair Isle","Fair Isle","United Kingdom","Missing[""NotAvailable""]"
"FKB","Karlsruhe/Baden-Baden Baden Airpark","Karlsruhe/Baden-Baden","Germany","Missing[""NotAvailable""]"
"FLI","Flateyri","Flateyri","Iceland",337
"FLR","Florence Peretola Apt","Florence (IT)","Italy",368791
"FLR","Florence Amerigo Vespucci","Florence (IT)","Italy",368791
"FLR","Florence (IT)","Florence (IT)","Italy",368791
"FLR","Florence Amerigo Vespucci Airport","Florence (IT)","Italy",368791
"FLW","Flores Island","Flores Island","Portugal","Missing[""NotAvailable""]"
"FMM","Memmingen","Memmingen","Germany",41111
"FMO","Muenster/Osnabrueck","Muenster/Osnabrueck","Germany","Missing[""NotAvailable""]"
"FNB","Neubrandenburg","Neubrandenburg","Germany",67517
"FNC","Funchal","Funchal","Portugal",98039
"FNI","Nimes","Nimes","France",143468
"FNI","Nimes Garons Airport","Nimes","France",143468
"FOA","Foula","Foula","United Kingdom","Missing[""NotAvailable""]"
"FOG","Foggia","Foggia","Italy",154812
"FRA","Frankfurt International Apt","Frankfurt","Germany",679664
"FRJ","Frejus","Frejus","France",52436
"FRL","Forli","Forli","Italy",111378
"FRO","Floro","Floro","Norway",8296
"FSC","Figari","Figari","France",1047
"FSS","Forres","Forres","United Kingdom",9130
"FUE","Fuerteventura","Fuerteventura","Spain","Missing[""NotAvailable""]"
"FWM","Fort William Heliport","Fort William Heliport","United Kingdom","Missing[""NotAvailable""]"
"FZO","Filton","Filton","United Kingdom","Missing[""NotAvailable""]"
"GBX","Granada (ES) 00","Granada (ES) 00","Spain","Missing[""NotAvailable""]"
"GCI","Guernsey","Guernsey","United Kingdom","Missing[""NotAvailable""]"
"GEC","Gecitkale","Gecitkale","Cyprus",3187
"GEN","Puente Genil","Puente Genil","Spain",28639
"GEN","Oslo Gardermoen Apt","Oslo","Norway",623966
"GEV","Gallivare","Gallivare","Sweden","Missing[""NotAvailable""]"
"GGA","La Graciosa","La Graciosa","Spain","Missing[""NotAvailable""]"
"GIB","Gibraltar","Gibraltar","Gibraltar",26544
"GJR","Gjogur","Gjogur","Iceland","Missing[""NotAvailable""]"
"GLA","Glasgow International Airport","Glasgow (GB)","United Kingdom",634680
"GLL","Gol","Gol","Norway",2624
"GLO","Gloucester/Cheltenham","Gloucester/Cheltenham","United Kingdom","Missing[""NotAvailable""]"
"GMZ","San Sebastian de la Gomera","San Sebastian de la Gomera","Spain",8964
"GMZ","San Sebastian/Gomera","San Sebastian/Gomera","Spain","Missing[""NotAvailable""]"
"GNB","Grenoble","Grenoble","France",157900
"GNB","Lyon Grenoble-St Geoirs Apt","Lyon","France",484344
"GNE","Ghent","Ghent","Belgium","Missing[""NotAvailable""]"
"GNY","Sanliurfa","Sanliurfa","Turkey",472238
"GOA","Genoa","Genoa","Italy",604964
"GOT","Goteborg Landvetter Apt","Goteborg","Sweden",515252
"GPA","Patras","Patras","Greece",163360
"GPA","Patrai","Patrai","Greece",163360
"GRO","Girona","Girona","Spain",89890
"GRO","Girona Costa Brava Apt","Girona","Spain",89890
"GRQ","Groningen","Groningen","Netherlands",198108
"GRS","Grosseto","Grosseto","Italy",74907
"GRW","Graciosa Island","Graciosa Island","Portugal","Missing[""NotAvailable""]"
"GRX","Granada","Granada","Spain",237929
"GRX","Granada (ES) 00","Granada (ES) 00","Spain","Missing[""NotAvailable""]"
"GRY","Grimsey","Grimsey","Iceland",99
"GRZ","Graz","Graz","Austria",264351
"GSE","Gothenburg Saeve Apt","Goteborg","Sweden",515252
"GSE","Goteborg City Apt","Goteborg","Sweden",515252
"GSY","Grimsby","Grimsby","United Kingdom",87574
"GTI","Guettin","Guettin","Germany","Missing[""NotAvailable""]"
"GVA","Geneva","Geneva","Switzerland",187470
"GVX","Gavle","Gavle","Sweden",68700
"GVX","Gavle Sandviken Airport","Gavle","Sweden",68700
"GWT","Westerland","Westerland","Germany",8973
"GWY","Galway","Galway","Ireland Republic of","Missing[""NotAvailable""]"
"GZM","Gozo","Gozo","Malta","Missing[""NotAvailable""]"
"GZP","Gazipasa","Gazipasa","Turkey",20149
"GZT","Gaziantep","Gaziantep","Turkey",1278676
"HAA","Hasvik","Hasvik","Norway",363
"HAD","Halmstad","Halmstad","Sweden",55688
"HAG","The Hague","The Hague","Netherlands",505568
"HAJ","Hanover","Hanover","Germany",516343
"HAJ","Hannover","Hannover","Germany",516343
"HAM","Hamburg","Hamburg","Germany",1774224
"HAM","Hamburg Fuhlsbuttl Airport","Hamburg","Germany",1774224
"HAM","Hamburg Fuhlsbuettel Airport","Hamburg","Germany",1774224
"HAM","Hamburg Airport","Hamburg","Germany",1774224
"HAU","Haugesund","Haugesund","Norway",35753
"HBZ","Hannover","Hannover","Germany",516343
"HDB","Heidelberg","Heidelberg","Germany",144634
"HDF","Heringsdorf","Heringsdorf","Germany",3517
"HEI","Heide/Buesum","Heide/Buesum","Germany","Missing[""NotAvailable""]"
"HEI","Heide-Buesum","Heide-Buesum","Germany","Missing[""NotAvailable""]"
"HEL","Helsinki-Vantaa","Helsinki","Finland",564521
"HEN","Helsinki Heliport","Helsinki Heliport","Finland","Missing[""NotAvailable""]"
"HER","Irakleion","Irakleion","Greece","Missing[""NotAvailable""]"
"HFN","Hornafjordur","Hornafjordur","Iceland","Missing[""NotAvailable""]"
"HFS","Hagfors","Hagfors","Sweden","Missing[""NotAvailable""]"
"HFT","Hammerfest","Hammerfest","Norway",6832
"HGL","Helgoland","Helgoland","Germany",1402
"HHN","Frankfurt Hahn Airport","Frankfurt","Germany",679664
"HHN","Hahn","Hahn","Germany",542
"HLF","Hultsfred","Hultsfred","Sweden","Missing[""NotAvailable""]"
"HLY","Holyhead","Holyhead","United Kingdom",11362
"HMA","Malmo City Hovercraft","Malmo","Sweden",261548
"HMR","Hamar","Hamar","Norway",29353
"HMV","Hemavan","Hemavan","Sweden","Missing[""NotAvailable""]"
"HMV","Hemavan/Tarnaby","Hemavan/Tarnaby","Sweden","Missing[""NotAvailable""]"
"HOH","Hohenems","Hohenems","Austria",14864
"HOH","Hohenems/Dornbirn","Hohenems/Dornbirn","Austria","Missing[""NotAvailable""]"
"HOQ","Hof","Hof","Germany",48191
"HOR","Horta","Horta","Portugal",6572
"HOV","Orsta/Volda","Orsta/Volda","Norway","Missing[""NotAvailable""]"
"HRT","Harrogate","Harrogate","United Kingdom",87024
"HSK","Huesca","Huesca","Spain",49312
"HTY","Hatay","Hatay","Turkey",186243
"HUV","Hudiksvall","Hudiksvall","Sweden",14850
"HUY","Humberside","Humberside","United Kingdom","Missing[""NotAvailable""]"
"HVG","Honningsvag","Honningsvag","Norway",2541
"HZK","Husavik","Husavik","Iceland",2285
"IBZ","Ibiza","Ibiza","Spain",42884
"IDB","Idre","Idre","Sweden","Missing[""NotAvailable""]"
"IDY","Ile D'yeu","Ile D'yeu","France","Missing[""NotAvailable""]"
"IFJ","Isafjordur","Isafjordur","Iceland","Missing[""NotAvailable""]"
"IGD","Igdir","Igdir","Turkey",75927
"IGS","Ingolstadt","Ingolstadt","Germany",122167
"IIA","Inishmaan","Inishmaan","Ireland Republic of","Missing[""NotAvailable""]"
"ILD","Lleida","Lleida","Spain",125677
"ILD","Lleida Alguaire Airport","Lleida","Spain",125677
"ILY","Islay","Islay","United Kingdom","Missing[""NotAvailable""]"
"INN","Innsbruck","Innsbruck","Austria",121076
"INN","Innsbruck, Innsbruck Airport","Innsbruck","Austria",121076
"INQ","Inisheer","Inisheer","Ireland Republic of","Missing[""NotAvailable""]"
"INV","Inverness","Inverness","United Kingdom",40880
"IOA","Ioannina","Ioannina","Greece",64012
"IOM","Isle of Man","Isle of Man","United Kingdom","Missing[""NotAvailable""]"
"IOR","Inishmore","Inishmore","Ireland Republic of","Missing[""NotAvailable""]"
"IPW","Ipswich","Ipswich","United Kingdom",143767
"ISC","Isles of Scilly Saint Mary's Apt","Isles of Scilly","United Kingdom","Missing[""NotAvailable""]"
"ISC","Isles of Scilly St Mary's Apt","Isles of Scilly","United Kingdom","Missing[""NotAvailable""]"
"ISE","Isparta","Isparta","Turkey",184735
"ISH","Ischia","Ischia","Italy",18211
"ISL","Istanbul New Airport","Istanbul","Turkey",13301345
"ISL","Istanbul Ataturk Airport","Istanbul","Turkey",13301345
"IST","Istanbul","Istanbul","Turkey",13301345
"IST","Istanbul Ataturk Airport","Istanbul","Turkey",13301345
"IST","Istanbul Airport","Istanbul","Turkey",13301345
"IVL","Ivalo","Ivalo","Finland","Missing[""NotAvailable""]"
"JCA","Cannes Croisette H/P","Cannes","France",69700
"JCA","Cannes Palm Beach Heliport","Cannes","France",69700
"JCH","Qasigiannguit","Qasigiannguit","Greenland",1341
"JCU","Ceuta Heliport","Ceuta Heliport","Spain","Missing[""NotAvailable""]"
"JCU","Ceuta","Ceuta","Spain",75861
"JER","Jersey","Jersey","United Kingdom",143
"JFR","Paamiut","Paamiut","Greenland",1856
"JGO","Qeqertarsuaq","Qeqertarsuaq","Greenland",1013
"JGR","Groennedal","Groennedal","Greenland","Missing[""NotAvailable""]"
"JHE","Helsingborg H/P","Helsingborg","Sweden",91457
"JHE","Helsingborg Heliport","Helsingborg","Sweden",91457
"JHE","Angelholm/Helsingborg Heliport","Angelholm/Helsingborg","Sweden","Missing[""NotAvailable""]"
"JIK","Ikaria Island","Ikaria Island","Greece","Missing[""NotAvailable""]"
"JKG","Jonkoping","Jonkoping","Sweden",84423
"JKH","Chios","Chios","Greece",23953
"JKL","Kalymnos Island","Kalymnos Island","Greece","Missing[""NotAvailable""]"
"JLD","Landskrona","Landskrona","Sweden",28670
"JMK","Mykonos","Mykonos","Greece",7739
"JMM","Malmo Harbour Heliport","Malmo","Sweden",261548
"JNX","Naxos Is","Naxos Is","Greece","Missing[""NotAvailable""]"
"JOE","Joensuu","Joensuu","Finland",73758
"JQA","Qaarsut","Qaarsut","Greenland",195
"JSH","Siteia","Siteia","Greece","Missing[""NotAvailable""]"
"JSI","Skiathos","Skiathos","Greece",5187
"JSU","Maniitsoq","Maniitsoq","Greenland",2883
"JSY","Syros Island","Syros Island","Greece","Missing[""NotAvailable""]"
"JSZ","St Tropez Heliport","St Tropez","France","Missing[""NotAvailable""]"
"JTR","Thira","Thira","Greece",2376
"JTY","Astypalaia Island","Astypalaia Island","Greece","Missing[""NotAvailable""]"
"JUI","Juist","Juist","Germany",1766
"JYV","Jyvaskyla","Jyvaskyla","Finland",132062
"KAJ","Kajaani","Kajaani","Finland",38027
"KAO","Kuusamo","Kuusamo","Finland",17000
"KAU","Kauhava","Kauhava","Finland",7965
"KCM","Kahramanmaras","Kahramanmaras","Turkey",371463
"KCO","Kocaeli","Kocaeli","Turkey",248424
"KEF","Reykjavik Keflavik Apt","Reykjavik","Iceland",115611
"KEF","Reykjavik Keflavik International Apt","Reykjavik","Iceland",115611
"KEL","Kiel","Kiel","Germany",235366
"KEM","Kemi/Tornio","Kemi/Tornio","Finland","Missing[""NotAvailable""]"
"KFF","Farranfore","Farranfore","Ireland Republic of","Missing[""NotAvailable""]"
"KFS","Kastamonu","Kastamonu","Turkey",80582
"KGS","Kos","Kos","Greece",19244
"KID","Kristianstad","Kristianstad","Sweden",33083
"KIR","Kerry","Kerry","Ireland Republic of","Missing[""NotAvailable""]"
"KIT","Kythira","Kythira","Greece","Missing[""NotAvailable""]"
"KJK","Kortrijk","Kortrijk","Belgium",73650
"KKN","Kirkenes","Kirkenes","Norway",3267
"KLR","Kalmar","Kalmar","Sweden",35170
"KLT","Kaiserslautern","Kaiserslautern","Germany",98044
"KLT","Kaiserslauter","Kaiserslautern","Germany",98044
"KLU","Klagenfurt","Klagenfurt","Austria",92397
"KLX","Kalamata","Kalamata","Greece",51108
"KNF","Kings Lynn","Kings Lynn","United Kingdom",34564
"KOI","Kirkwall","Kirkwall","United Kingdom",6330
"KOK","Kokkola/Pietarsaari","Kokkola/Pietarsaari","Finland","Missing[""NotAvailable""]"
"KRF","Kramfors","Kramfors","Sweden","Missing[""NotAvailable""]"
"KRF","Kramfors/Solleftea","Kramfors/Solleftea","Sweden","Missing[""NotAvailable""]"
"KRN","Kiruna","Kiruna","Sweden",18154
"KRP","Karup","Karup","Denmark",2211
"KRS","Kristiansand","Kristiansand","Norway",84476
"KRS","Kristiansand Kjevik Airport","Kristiansand","Norway",84476
"KSD","Karlstad","Karlstad","Sweden",58544
"KSF","Kassel","Kassel","Germany",193518
"KSF","Kassel (DE) 00","Kassel (DE) 00","Germany","Missing[""NotAvailable""]"
"KSF","Kassel Calden","Kassel","Germany",193518
"KSJ","Kasos Island","Kasos Island","Greece","Missing[""NotAvailable""]"
"KSK","Karlskoga","Karlskoga","Sweden",27500
"KSO","Kastoria","Kastoria","Greece",14665
"KSU","Kristiansund","Kristiansund","Norway",24131
"KSY","Kars","Kars","Turkey",76992
"KTT","Kittila","Kittila","Finland",5887
"KUO","Kuopio","Kuopio","Finland",90960
"KUS","Kulusuk Island","Kulusuk Island","Greenland","Missing[""NotAvailable""]"
"KVA","Kavala","Kavala","Greece",59240
"KVB","Skovde","Skovde","Sweden",34466
"KWQ","Kassel (DE) 00","Kassel (DE) 00","Germany","Missing[""NotAvailable""]"
"KYA","Konya","Konya","Turkey",1073791
"KYN","Milton Keynes","Milton Keynes","United Kingdom",248821
"KZI","Kozani","Kozani","Greece",36481
"KZR","Kutahya","Kutahya","Turkey",212934
"KZS","Megisti","Megisti","Greece","Missing[""NotAvailable""]"
"LAI","Lannion","Lannion","France",19773
"LBA","Leeds Bradford","Leeds Bradford","United Kingdom","Missing[""NotAvailable""]"
"LBC","Hamburg Luebeck-Blankensee Airport","Hamburg","Germany",1774224
"LBC","Lubeck","Lubeck","Germany",211213
"LBG","Paris Le Bourget Apt","Paris","France",2233818
"LBG","Paris Le Bourget Apt","Paris (FR)","France",2233818
"LCA","Larnaca","Larnaca","Cyprus",48947
"LCG","A Coruna","A Coruna","Spain",243320
"LCY","London City Apt","London (GB)","United Kingdom",8173941
"LDE","Lourdes/Tarbes","Lourdes/Tarbes","France","Missing[""NotAvailable""]"
"LDK","Lidkoping","Lidkoping","Sweden",24941
"LDV","Landivisiau","Landivisiau","France",8739
"LDY","Derry","Derry","United Kingdom","Missing[""NotAvailable""]"
"LEH","Le Havre","Le Havre","France",186700
"LEI","Almeria","Almeria","Spain",185309
"LEJ","Leipzig","Leipzig","Germany",506578
"LEJ","Leipzig/Halle","Leipzig/Halle","Germany","Missing[""NotAvailable""]"
"LEN","Leon","Leon","Spain",136985
"LEQ","Lands End","Lands End","United Kingdom","Missing[""NotAvailable""]"
"LEQ","Land's End","Land's End","United Kingdom","Missing[""NotAvailable""]"
"LGG","Liege","Liege","Belgium",186830
"LGG","Liege Apt","Liege","Belgium",186830
"LGO","Langeoog","Langeoog","Germany",1972
"LGW","London Gatwick Apt","London (GB)","United Kingdom",8173941
"LHA","Lahr","Lahr","Germany",43626
"LHR","London Heathrow Apt","London (GB)","United Kingdom",8173941
"LIG","Limoges","Limoges","France",138882
"LIL","Lille","Lille (FR) 00","France","Missing[""NotAvailable""]"
"LIL","Lille Lesquin Airport","Lille (FR) 00","France","Missing[""NotAvailable""]"
"LIL","Lille Lesquin Airport","Lille","France",227560
"LIN","Milan Linate Apt","Milan","Italy",1307495
"LIS","Lisbon","Lisbon","Portugal",517802
"LKL","Lakselv","Lakselv","Norway",2159
"LKN","Leknes","Leknes","Norway",2697
"LLA","Lulea","Lulea","Sweden",45467
"LME","Le Mans Arnage Airport","Le Mans","France",145100
"LMP","Lampedusa","Lampedusa","Italy","Missing[""NotAvailable""]"
"LNZ","Linz","Linz","Austria",188894
"LNZ","Linz Blue Danube","Linz","Austria",188894
"LPA","Gran Canaria","Gran Canaria","Spain","Missing[""NotAvailable""]"
"LPA","Las Palmas","Las Palmas","Spain",377056
"LPI","Linkoping","Linkoping","Sweden",97428
"LPL","Liverpool","Liverpool","United Kingdom",466415
"LPP","Lappeenranta","Lappeenranta","Finland",59118
"LPY","Le Puy","Le Puy","France",18885
"LRH","La Rochelle","La Rochelle","France",77000
"LRS","Leros","Leros","Greece","Missing[""NotAvailable""]"
"LRT","Lorient","Lorient","France",58500
"LSI","Shetland Islands Sumburgh Apt","Shetland Islands","United Kingdom","Missing[""NotAvailable""]"
"LTN","London Luton Apt","London (GB)","United Kingdom",8173941
"LTQ","Le Touquet","Le Touquet","France","Missing[""NotAvailable""]"
